"SMILES","MolWt","LogP","TPSA","LabuteASA","NumHAcceptors","NumHDonors","NumRotatableBonds","RingCount","NumAromaticRings","ExactMolWt"
"CC(C)(C)C(C(Cc1ccc(cc1)Cl)n1cncn1)O",293.798,3.1223,50.94,152.153553804806,4,1,4,2,2,293.12948994
"CCCC(Cn1cncn1)c1ccc(cc1Cl)Cl",284.19,4.1688,30.71,137.821179291732,3,0,5,2,2,283.06430284
"CCC(CC)Nc1c(cc(C)c(C)c1N(=O)=O)N(=O)=O",281.312,3.72034,98.31,143.594307684308,5,1,6,1,1,281.137556088
"CCOP(=S)(OCC)SCn1c2ccc(cc2oc1=O)Cl",367.816,4.2361,53.6,157.09311573686,7,0,7,2,2,366.98686427
"CCN(CC)C(=O)C(=C(C)OP(=O)(OC)OC)Cl",299.691,2.7426,65.07,139.143434888528,5,0,7,0,0,299.068937018
"c1cc(cc(c1)Oc1cccc(C(=O)Nc2ccc(cc2)F)n1)C(F)(F)F",376.309,5.2841,51.22,167.89989750048,3,1,4,3,3,376.083490504
"Cc1c(C)nc(nc1OC(=O)N(C)C)N(C)C",238.291,1.21984,58.56,126.509497555144,5,0,2,1,1,238.142975816
"CCN(CC)c1nc(C)cc(n1)OP(=S)(OC)OC",305.34,2.52732,56.71,147.005101347459,7,0,7,1,1,305.09629913
"CC12CC2(C)C(=O)N(c2cc(cc(c2)Cl)Cl)C1=O",284.142,3.2829,37.38,130.118421439115,2,0,1,3,1,283.016683952
"CCCSP(=O)(OCC)Oc1ccc(cc1Cl)Br",373.636,5.7691,35.53,146.063210550366,4,0,7,1,1,371.93514175
"CCNP(=S)(OC)OC(=CC(=O)OC(C)C)C",281.314,2.3388,56.79,135.893080853825,5,1,7,0,0,281.08506575
"CC(C)OC(=O)Nc1ccccc1",179.219,2.6435,38.33,96.0387742246619,2,1,2,1,1,179.094628656
"CCc1c(c(C(=O)NCc2ccc(cc2)C(C)(C)C)n(C)n1)Cl",333.863,3.8634,46.92,176.172208958891,3,1,4,2,2,333.160790068
"CCC(=NOCC=CCl)C1=C(CC(CC1=O)C1CCOCC1)O",341.835,3.7393,68.12,175.328892272376,5,1,6,2,0,341.139385928
"Cc1ccc(cc1)N(SC(Cl)(Cl)F)S(=O)(=O)N(C)C",347.264,3.31442,40.62,144.602164215399,3,0,5,1,1,345.977953236
"CC(C)(C)C(=O)C(n1cncn1)Oc1ccc(cc1)Cl",293.754,3.1243,57.01,144.562893008965,5,0,4,2,2,293.093104432
"CCOP(=S)(OCC)Oc1ncn(c2ccccc2)n1",313.319,2.9436,58.4,144.975239015473,7,0,7,2,2,313.064999002
"CCCOCC(=Nc1ccc(cc1C(F)(F)F)Cl)n1ccnc1",345.752,4.5602,39.41,157.200227554041,4,0,5,2,2,345.08557444
"CN(S(=O)(=O)C)S(=O)(=O)NC(=O)Nc1nc(cc(n1)OC)OC",369.381,-1.2485,156.89,153.791180312302,9,2,6,1,1,369.04128982
"Cc1cc(ccc1N(C)C)OC(=O)NC",208.261,1.77922,41.57,112.378461509765,3,1,2,1,1,208.121177752
"CCOC(=O)CCN(C(C)C)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12",410.536,4.0575,68.31,213.261088848192,7,0,8,2,1,410.18754306
"c1ccc(c(c1)c1ccc(cc1)Cl)NC(=O)c1cccnc1Cl",343.213,5.3077,41.99,160.365800998635,2,1,3,3,3,342.032668364
"CC(=NOC(=O)NC)C(C)SC",190.268,1.4698,50.69,96.4539478726589,4,1,3,0,0,190.077598688
"CCOC(=O)C(Cc1cc(c(cc1Cl)F)n1c(=O)n(c(C)n1)C(F)F)Cl",412.195,3.24302,66.12,175.289260145326,6,0,6,2,2,411.036431328
"c1ccc(cc1)n1c(=O)c(c(cn1)N)Cl",221.647,1.4681,60.91,102.266774632211,4,1,1,2,2,221.035589556
"Cc1nc(NC(=O)NS(=O)(=O)c2ccccc2Cl)nc(n1)OC",357.779,1.35242,123.17,153.656860694144,7,2,4,2,2,357.029852544
"c1ccc(c(c1)c1nnc(c2ccccc2Cl)nn1)Cl",303.152,3.9074,51.56,136.207387047326,4,0,2,3,3,302.012601616
"Cc1ccc(cc1)c1c(Cl)nc(C#N)n1S(=O)(=O)N(C)C",324.793,2.0381,78.99,146.203495155482,5,0,3,2,2,324.044774336
"CCNC(=O)NC(=O)C(=NOC)C#N",198.182,-0.64192,103.58,94.8729764439813,5,2,3,0,0,198.07529018
"CCN(CC)C(=O)c1cccc(C)c1",191.274,2.47702,20.31,109.426910078976,1,0,3,1,1,191.131014164
"CCCCc1c(C)nc(NCC)nc1O",209.293,2.26502,58.04,117.608556211524,4,2,5,1,1,209.152812228
"CC1(c2ccc(cc2)Oc2ccccc2)C(=O)N(C(=O)O1)Nc1ccccc1",374.396,4.7,67.87,187.177021004089,5,1,5,4,3,374.126657056
"COc1cc(nc(n1)NC(=O)NS(=O)(=O)c1c(cccn1)C(F)(F)F)OC",407.33,1.418,132.4,167.328688019945,8,2,5,2,2,407.051124144
"c1cc(c(c(c1)F)C(=O)NC(=O)Nc1ccc(cc1F)Oc1ccc(cc1Cl)C(F)(F)F)F",488.771,6.5303,67.43,202.043999082387,3,2,4,3,3,488.036239212
"c1ccc2c(c1)[nH]c(c1ccco1)n2",184.198,2.8229,41.82,91.6911201569147,2,1,1,3,3,184.063662876
"CC1C(c2ccc(cc2)Cl)SC(=O)N1C(=O)NC1CCCCC1",352.887,4.9807,49.41,175.055657512709,3,1,2,3,1,352.101226592
"CC(C)OC(=O)c1ccccc1OP(=S)(N)OC",289.293,2.4602,70.78,134.043270665063,5,1,5,1,1,289.053765622
"CCC(C)(CC)c1cc(NC(=O)c2c(cccc2OC)OC)on1",332.4,4.0218,73.59,175.454133284854,5,1,7,2,2,332.173607248
"Cc1ccccc1OCc1ccccc1C(=NOC)C(=O)OC",313.353,3.09752,57.12,161.724108289032,5,0,6,2,2,313.131408088
"CN(C(=O)Nc1ccc(c(c1)Cl)Cl)OC",249.097,3.0185,41.57,111.779325233207,2,1,2,1,1,248.01193292
"C#CCOc1ccc(CCNC(=O)C(c2ccc(cc2)Cl)OCC#C)cc1OC",411.885,3.4104,56.79,206.824005202627,4,1,10,2,2,411.123735864
"c1cc(cc(c1)C(F)(F)F)C(=NNC(=O)Nc1ccc(cc1)OC(F)(F)F)Cc1ccc(cc1)C#N",506.406,6.24418,86.51,222.956927787054,4,2,6,3,3,506.117745072
"Cc1nnc(c2ccccc2)c(=O)n1N",202.217,0.32752,73.8,100.328175521243,5,1,1,2,2,202.08546094
"Cc1cc(c(c(c1C(=O)c1c(C)c(ccc1OC)Br)OC)OC)OC",409.276,4.33134,53.99,185.030723253574,5,0,6,2,2,408.057235872
"CC(C)(C)c1c(=O)n(c(nn1)SC)N",214.294,0.3715,73.8,106.473841798802,6,1,1,1,1,214.088832068
"Cc1nc(NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC)nc(n1)OC",381.37,0.48562,149.47,169.57345752611,9,2,5,2,2,381.0743042
"CC(=CC(=O)NC)OP(=O)(OC)OC",223.165,1.0537,73.86,102.56857496326,5,1,5,0,0,223.060959178
"Cc1cc(C)nc(n1)NC(=O)NS(=O)(=O)c1ccccc1C(=O)OC1COC1",406.42,1.15944,136.58,186.292774120931,8,2,5,3,2,406.094705296
"Cc1cccc(c1)NC(=O)Oc1cccc(c1)NC(=O)OC",300.314,3.78422,76.66,150.193766076626,4,2,3,2,2,300.111006992
"CCOP(=S)(OCC)ON=C(C#N)c1ccccc1",298.304,3.22838,63.84,138.658117766934,6,0,7,1,1,298.05409997
"CC(C)Nc1nc(NC(C)C)nc(n1)OC",225.296,1.5208,71.96,122.668764227501,6,2,5,1,1,225.158960228
"CC(=NOCCOC(=O)C(C)Oc1ccc(cc1)Oc1cnc2cc(ccc2n1)Cl)C",443.887,4.7984,92.13,215.206675968345,8,0,9,3,3,443.124798484
"CCCN(CCC)C(=O)SCc1ccccc1",251.395,4.1618,20.31,137.899786333806,2,0,6,1,1,251.134385292
"c1ccc2c(c1)C(=O)C(=C(C2=O)N)Cl",207.616,1.4747,60.16,93.7078747808354,3,1,0,2,1,207.008706112
"C=CCNC(=O)c1c(C)c(C)sc1[Si](C)(C)C",267.47,2.82594,29.1,138.321451052085,2,1,4,1,1,267.111311822
"Cc1nc(NC(=O)NS(=O)(=O)c2ccsc2C(=O)OC)nc(n1)OC",387.399,0.54712,149.47,164.403879796186,10,2,5,2,2,387.030725136
"Cc1nc(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)nc(n1)OC",401.832,1.31662,132.4,177.120172153116,8,2,7,2,2,401.056067292
"CNC(=O)Oc1cccc2ccccc12",201.225,2.558,38.33,103.180613527268,2,1,1,2,2,201.078978592
"CCCCN(CCCC)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12",380.554,5.29610000000001,42.01,206.795962518977,5,0,9,2,1,380.213363884
"CCOc1ccc(cc1OCC)NC(=O)OC(C)C",267.325,3.4409,56.79,142.965397142605,4,1,6,1,1,267.147058152
"CCOC(=O)NCCOc1ccc(cc1)Oc1ccccc1",301.342,3.6038,56.79,156.117724005143,4,1,7,2,2,301.131408088
"c1cncc(c1C(F)(F)F)C(=O)NCC#N",229.161,1.35378,65.78,97.1992693651743,3,1,2,1,1,229.046296472
"C#CCN1c2cc(c(cc2OCC1=O)F)N1C(=O)C2=C(CCCC2)C1=O",354.337,1.9281,66.92,169.825651281229,4,0,2,4,1,354.10158518
"CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12",382.482,4.2624,68.31,194.911322618727,6,0,6,2,1,382.156242932
"COc1cc(nc(n1)NC(=O)NS(=O)(=O)c1cc(ccc1C(=O)OC)CNS(=O)(=O)C)OC",503.515,-0.159999999999999,191.98,218.995756712732,11,3,9,2,2,503.078069252
"CNC(=O)CSP(=O)(OC)OC",213.195,0.8665,64.63,92.3898319271652,5,1,5,0,0,213.022465494
"c1ccc(cc1)NC(=O)N(Cc1ccc(cc1)Cl)C1CCCC1",328.843,5.3167,32.34,171.374182289307,1,1,4,3,2,328.134240972
"COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O",317.328,2.4906,55.84,136.584849362839,6,0,5,2,1,316.994536494
"CC(C)Oc1ccccc1OC(=O)NC",209.245,2.192,47.56,110.327202568901,3,1,3,1,1,209.10519334
"Cc1cc(C)nc(n1)Nc1ccccc1",199.257,2.83704,37.81,107.530212834275,3,1,2,2,2,199.110947416
"Cc1cc(C)c(c(C)c1)C1=C(C2(CCCC2)OC1=O)OC(=O)CC(C)(C)C",370.489,5.17196,52.6,203.633403389132,4,0,3,3,1,370.21440944
"CCOC(=O)OC1=C(c2cc(C)ccc2C)C(=O)NC21CCC(CC2)OC",373.449,3.64524,73.86,197.410071705189,5,1,4,3,1,373.188922964
"Cc1nn(c2cc(c(cc2Cl)Cl)NS(=O)(=O)C)c(=O)n1C(F)F",387.195,2.41582,85.99,153.137701662853,6,1,4,2,2,385.98187298
"CC(C)(C)C(C(n1cncn1)Oc1ccc(cc1)Cl)O",295.77,2.9161,60.17,148.09221591958,5,1,4,2,2,295.108754496
"COP(=O)(C(C(Cl)(Cl)Cl)O)OC",257.437,2.1609,55.76,96.5545749386917,4,1,3,0,0,255.922578406
"CCNc1nc(Cl)nc(n1)N(CC)CC",229.715,1.803,53.94,117.430546464333,5,1,5,1,1,229.109423192
"Cc1cc(C)c(C)c(c1)OC(=O)NC",193.246,2.33006,38.33,105.213657339394,2,1,1,1,1,193.11027872
"CCC(C)(C(=O)CCl)NC(=O)c1cc(c(C)c(c1)Cl)Cl",336.646,4.00822,46.17,155.671229733934,2,1,5,1,1,335.024661792
"CCC(C(=O)NCc1ccccc1)Oc1ccc(c(c1)C(F)(F)F)F",355.331,4.3183,38.33,166.107776271895,2,1,6,2,2,355.119541664
"CC(C)OC(=O)NNc1cc(ccc1OC)c1ccccc1",300.358,3.8237,59.59,157.987204111885,4,2,5,2,2,300.1473925
"CC1(C)Cc2cccc(c2O1)OC(=O)NC",221.256,2.1183,47.56,115.686313529768,3,1,1,2,1,221.10519334
"Cc1cc(cc(c1NC(=O)c1cc(Br)nn1c1c(cccn1)Cl)C(=O)NC)Cl",483.153,4.25692,88.91,198.514790320653,5,2,4,3,3,480.970792148
"CC1(C)CON(Cc2ccccc2Cl)C1=O",239.702,2.64,29.54,119.57701738081,2,0,2,2,1,239.071306368
"Cc1cc(C2CC2)nc(n1)Nc1ccccc1",225.295,3.40602,37.81,122.064206909875,3,1,3,3,2,225.12659748
"CCOC(=O)Nc1cccc(c1)OC(=O)Nc1ccccc1",300.314,3.8659,76.66,150.193766076626,4,2,4,2,2,300.111006992
"CNC(=O)CSP(=S)(OC)OC",229.263,0.9829,47.56,98.2201493559031,5,1,5,0,0,228.999621874
"CCS(=O)(=O)c1nnc(N(C)C(=O)NC)s1",264.332,0.1073,92.26,114.318545462083,6,1,3,1,1,264.035082244
"CCOc1ccc2c(c1)C(=CC(C)(C)N2)C",217.312,3.6927,21.26,124.071409397498,2,1,2,2,1,217.146664228
"CC1=CCN2C(=N1)N=C(N2)S(=O)(=O)Nc1c(cccc1F)F",327.316,1.1561,86.16,140.202764960599,6,2,2,3,1,327.060152032
"CN(C)C(=O)Nc1cccc(c1)C(F)(F)F",232.205,2.7989,32.34,106.371727873802,1,1,1,1,1,232.082347632
"CON=C(c1ccccc1Oc1c(c(ncn1)Oc1ccccc1Cl)F)C1=NOCCO1",458.833,4.5645,96.65,209.018544662675,9,0,7,4,3,458.079325512
"c1ccc(c(c1)C(Cn1cncn1)(c1ccc(cc1)F)O)F",301.296,2.4924,50.94,143.578948516683,4,1,4,3,3,301.102668476
"CC(C)(C)N(C(=O)c1ccccc1)NC(=O)c1ccc(cc1)Cl",330.815,3.9257,49.41,167.336788448383,2,1,2,2,2,330.113505528
"CN1C(C(=C(Cl)N1)C(=O)OC)S(=O)(=O)NC(=O)Nc1nc(cc(n1)OC)OC",436.834,-0.655399999999999,161.08,188.625690573981,11,3,6,2,1,436.056795564
"CC(=COP(=S)(OC)OC)C(=O)OC",240.217,1.5971,53.99,106.499548305491,6,0,5,0,0,240.022131146
"CN(C(=O)Nc1ccc(cc1)Br)OC",259.103,2.4742,41.57,106.445310885252,2,1,2,1,1,258.000389692
"CCON=C(c1c(ccc(c1OC)Cl)OC)OC(=O)c1ccccc1",363.797,3.9123,66.35,175.735949245252,6,0,6,2,2,363.087350356
"COc1cc(nc(n1)Oc1cccc(c1C(=O)O)Oc1nc(cc(n1)OC)OC)OC",430.373,2.5838,144.24,201.262060517823,11,1,9,3,3,430.112463536
"Cc1ccc(cc1Cl)NC(=O)N(C)C",212.68,2.74192,32.34,106.98832889224,1,1,1,1,1,212.071640716
"CN(C)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)Cl",290.75,4.2258,41.57,143.60396721375,2,1,3,2,2,290.0822054
"CN(C)C(=O)NC1CCCCCCC1",198.31,2.3705,32.34,117.821466608052,1,1,1,1,0,198.173213324
"CNC(=NN(=O)=O)NCC1CCOC1",202.214,-0.620399999999999,88.79,101.440476652824,3,2,3,1,0,202.106590308
"CNC(=O)Oc1ccccc1C1OCCO1",223.228,1.4502,56.79,111.624975644543,4,1,2,2,1,223.084457896
"CN(C)C(=O)Nc1ccccc1",164.208,1.7801,32.34,88.915150050794,1,1,1,1,1,164.094963004
"c1ccc(cc1)NC(=O)Nc1ccnc(c1)Cl",247.685,3.379,54.02,117.8034183812,2,2,2,2,2,247.05123962
"Cc1cccc(C)c1N(C(C)C(=O)OC)C(=O)c1ccco1",301.342,3.10474,59.75,155.7282839934,4,0,4,2,2,301.131408088
"CC1(C)CNC(=NN=C(C=Cc2ccc(cc2)C(F)(F)F)C=Cc2ccc(cc2)C(F)(F)F)NC1",494.483,6.38180000000001,48.78,232.536830640052,2,2,5,3,2,494.190516088
"Cc1cc(cc(C)c1SC)OC(=O)NC",225.313,2.74354,38.33,115.336767364759,3,1,2,1,1,225.08234972
"CC(C)Nc1nc(NCCCOC)nc(n1)SC",271.39,1.8622,71.96,141.966757367598,7,2,8,1,1,271.146681292
"Cc1cc(cc(C)c1N(C)C)OC(=O)NC",222.288,2.08764,41.57,121.553344624498,3,1,2,1,1,222.136827816
"CCN(Cc1ccc(Cl)nc1)C(=CN(=O)=O)NC",270.72,1.8519,71.3,131.549652692587,5,1,6,1,1,270.0883534
"CC(C)c1cc(C)cc(c1)OC(=O)NC",207.273,2.83662,38.33,114.388540454126,2,1,2,1,1,207.125928784
"CC1=NNC(=O)N(C1)N=Cc1cccnc1",217.232,0.8166,69.95,108.184797619027,4,1,2,2,1,217.096359972
"CC1=C(CCCO1)C(=O)Nc1ccccc1",217.268,2.7095,38.33,116.248107382474,2,1,2,2,1,217.11027872
"Cc1cc2ccc(c(c2nc1)C(=O)O)Cl",221.643,2.89482,50.19,102.648056199563,2,1,1,2,2,221.024356176
"C=C(C)C1Cc2c(ccc3C(=O)C4c5cc(c(cc5OCC4Oc23)OC)OC)O1",394.423,3.7033,63.22,199.434363342422,6,0,3,5,2,394.141638424
"CCC(C)Nc1nc(NCC)nc(n1)OC",225.296,1.5224,71.96,122.668764227501,6,2,6,1,1,225.158960228
"CC(C)(C)c1nnc(N(C)C(=O)NC)s1",228.321,1.6112,58.12,116.042913309761,4,1,1,1,1,228.104482132
"c1ccc(cc1)NC(=O)Nc1cnns1",220.257,2.1821,66.91,101.659765962691,4,2,2,2,2,220.041881876
"c1ccc(c(c1)C(=O)NC(=O)Nc1ccc(cc1)OC(F)(F)F)Cl",358.703,4.2005,67.43,153.085328167376,3,2,3,2,2,358.03320452
"CC(=NC#N)N(C)Cc1ccc(Cl)nc1",222.679,2.06628,52.28,109.281439238686,3,0,2,1,1,222.067224032
"CCOC(=O)CCN(Cc1ccccc1)SN(C)C(=O)ON=C(C)SC",399.538,3.7698,71.44,198.006166938888,8,0,9,1,1,399.12864828
"CC(C)(C=NOC(=O)NC)SC",190.268,1.4698,50.69,96.4539478726589,4,1,3,0,0,190.077598688
"COC(=O)Nc1[nH]c2ccccc2n1",191.19,1.7412,67.01,92.8575375611319,3,2,1,2,2,191.069476528
"CC1=C(C(=O)Nc2ccccc2)SCCO1",235.308,2.62,38.33,117.196334293107,3,1,2,2,1,235.066699656
"COc1ccc(cc1OC)C(=CC(=O)N1CCOCC1)c1ccc(cc1)Cl",387.863,3.6477,48,194.552150858758,4,0,5,3,2,387.123735864
"CN(C)C(=O)Nc1ccc(c(c1)Cl)Cl",233.098,3.0869,32.34,106.711741504222,1,1,1,1,1,232.0170183
"CC1(c2ccccc2)C(=O)N(C(=N1)SC)Nc1ccccc1",311.41,3.4901,44.7,157.709718364421,4,1,3,3,2,311.109233164
"CC(C)(C)c1ccc(cc1)CCOc1c2ccccc2ncn1",306.409,4.5488,35.01,167.822006738768,3,0,4,3,3,306.173213324
"CCC(C)c1ccccc1OC(=O)NC",207.273,2.9183,38.33,114.388540454126,2,1,3,1,1,207.125928784
"CC(Cc1ccc(cc1)C(C)(C)C)CN1CCCCC1",273.464,4.6486,3.24,168.483738628529,1,0,4,2,1,273.245649992
"c1cc(Cl)ncc1CN1CCN=C1NN(=O)=O",255.665,0.6879,83.66,116.344146347705,5,1,3,2,1,255.05230224
"CC(C)C(C(=O)NC(C)c1ccc(C)cc1)NC(=O)OC(C)C",320.433,3.33142,67.43,177.802309558242,3,2,6,1,1,320.209992756
"CNC(=O)N(C)c1nc2ccccc2s1",221.285,2.0719,45.23,107.051855333719,3,1,1,2,2,221.062282972
"CC(=NOC(=O)NC)SC",162.214,1.0388,50.69,78.1041816431945,4,1,1,0,0,162.04629856
"Cc1cc(C)cc(c1)C(=O)N(C(C)(C)C)NC(=O)c1cccc(c1C)OC",368.477,4.20616,58.64,200.251570410105,3,1,3,2,2,368.209992756
"CNC(=O)ON=C(C(=O)N(C)C)SC",219.266,0.1071,71,104.970333142738,5,1,1,0,0,219.067762276
"COC=C(c1ccccc1COc1cccc(C(F)(F)F)n1)C(=O)OC",367.323,3.8397,57.65,170.051429075128,5,0,6,2,2,367.103142652
"CCCOC(=O)NCCCN(C)C",188.271,1.0743,41.57,108.401017761959,3,1,6,0,0,188.15247788
"COC(=O)N(c1ccccc1COc1ccn(c2ccc(cc2)Cl)n1)OC",387.823,4.2389,65.82,186.42135863432,6,0,6,3,3,387.098583736
"CC(C)(C)c1ccc(cc1)CSc1cnn(c(=O)c1Cl)C(C)(C)C",364.942,5.2415,34.89,188.102858228509,4,0,3,2,2,364.1376121
"CC(COc1ccc(cc1)Oc1ccccc1)Oc1ccccn1",321.376,4.7202,40.58,167.89514104747,4,0,7,3,3,321.136493468
"CCc1ccc(cc1)C(=O)NN(C(=O)c1cc(C)cc(C)c1)C(C)(C)C",352.478,4.45154,49.41,195.138025180598,2,1,3,2,2,352.215078136
"c1ccc2c(c1)[nH]c(c1cscn1)n2",201.254,2.6864,41.57,94.351831644028,3,1,1,3,3,201.036068224
"c1cc(Cl)ncc1CN1CCSC1=NC#N",252.73,2.12088,52.28,115.588777110187,4,0,2,2,1,252.023644968
"CN1COCN(Cc2cnc(Cl)s2)C1=NN(=O)=O",291.72,1.0232,84.1,125.614911816377,5,0,3,2,1,291.01928786
"CC(=NOC(=O)NSNC(=O)ON=C(C)SC)SC",326.425,2.3948,101.38,143.068212189778,9,2,4,0,0,326.017717928
"CC(C)(C)C(=NOC(=O)NC)CSC",218.322,2.1075,50.69,114.803714102123,4,1,3,0,0,218.108898816
"CC(Cc1ccc(cc1)O)(C(=O)O)N",195.218,0.7367,83.55,100.535122161445,3,3,3,1,1,195.089543276
"COc1ccc2c(c1)c1CCNCc1[nH]2",202.257,1.8222,37.05,108.225273056245,2,2,1,3,2,202.110613068
"C1C2CC3CC1CC(C2)(C3)N",151.253,1.9139,26.02,92.3467390611535,1,1,0,4,0,151.136099544
"CCN(CC)CCNC(=O)c1ccc(cc1)NC(=O)C",277.368,1.7166,61.44,152.32891915491,3,2,7,1,1,277.179026976
"CCCCCC(CC(=O)NO)C(=O)NC(C(C)C)C(=O)N1CCCC1CO",385.505,1.2025,118.97,210.652429561465,5,4,11,1,0,385.25767122
"c1ccc(cc1)Nc1ccccc1C(=O)O",213.236,3.1284,49.33,108.958459868017,2,2,3,2,2,213.078978592
"c1cc(ccc1CSc1c2c(nc(N)n1)n(cn2)C1C(C(C(CO)O1)O)O)N(=O)=O",434.434,0.2205,182.68,198.709875213447,12,4,6,4,3,434.100853296
"C(CCNS(=O)(=O)c1cccc2c1cccc2Cl)CN",312.822,2.5104,72.19,147.585299508304,3,2,6,2,2,312.069926464
"Cn1c2c(c(=O)n(C)c1=O)[nH]cn2",180.167,-1.0397,72.68,83.7518640507382,5,1,0,2,2,180.064725496
"Cc1cn(C2CC(C(CO)O2)N=N#N)c(=O)[nH]c1=O",267.245,-0.19628,133.08,125.038380693948,6,2,3,2,1,267.096753896
"CN(C)c1c(Cl)nc(c(N)n1)C(=O)N=C(N)N",257.685,-0.808199999999999,136.51,119.678069908447,5,3,2,1,1,257.079185684
"c1cc(ccc1C1CN2CCSC2=N1)Br",283.194,2.9086,15.6,117.344940673338,3,0,1,3,1,281.982631452
"CCN(CC)CCCCCCCCOC(=O)c1cc(c(c(c1)OC)OC)OC",395.54,4.5516,57.23,221.629922144326,6,0,15,1,1,395.267173284
"C1CNC1C(=O)O",101.105,-0.5671,49.33,51.3133846448782,2,2,1,1,0,101.047678464
"c1cc(ccc1C(=O)CSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)N=N#N",466.476,0.422000000000002,224.65,217.218151654136,8,5,14,1,1,466.127068044
"CC(C[N+](C)(C)C)OC(=O)C",160.237,0.6442,26.3,93.8281873179757,2,0,3,0,0,160.13320523609
"CC1=C(C)C(=O)C(=C(C)C1=O)CCCCC#CCCCC#CCO",326.436,3.5209,54.37,181.384688096356,3,1,6,1,0,326.188194692
"Cn1cnc(c1Sc1c2c(nc[nH]2)ncn1)N(=O)=O",277.269,1.1458,115.42,119.710924105381,8,1,3,3,3,277.038193464
"CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)OCc1cc(cc(c1)C(F)(F)F)C(F)(F)F",472.385,4.9961,71.19,208.68410549174,3,2,6,3,3,472.122161756
"C[N+]1(C)C2CCC1CC(C2)OC(=O)C(CO)c1ccccc1",304.41,2.0755,46.53,168.454055686233,3,1,4,3,1,304.19072011209
"C1CN=C(N1)Nc1c(cc(cc1Cl)N)Cl",245.113,1.9467,62.44,111.743799843641,4,3,1,2,1,244.02825168
"C(C1C(C(C(n2cnc(N)nc2=O)O1)O)O)O",244.207,-3.168,143.72,112.352627291409,9,4,2,2,1,244.080769484
"c1ccc2c(c1)c(c1CCCCc1n2)N",198.269,2.6958,38.91,108.912243900075,2,1,0,3,2,198.115698448
"C(COCn1cnc2c1nc(N)[nH]c2=O)O",225.208,-1.3318,119.05,105.410677280319,7,3,4,2,2,225.086189212
"CC(=O)Nc1nnc(s1)S(=O)(=O)N",222.251,-0.8561,115.04,86.6254439198009,6,2,2,1,1,221.988132052
"C(=CCC1C(C=CC(C2Cc3ccccc3C2)O)C(CC1O)F)CCCC(=O)O",402.506,3.8548,77.76,215.133347846351,3,3,9,3,1,402.220637692
"CC1(C)OC2C(C(C(CO)O)OC2O1)OCCCN(C)C",305.371,-0.447099999999998,80.62,163.381862321335,7,2,7,2,0,305.183837584
"c1cc(c(cc1C(=C1C=CC(=O)C(=C1)C(=O)O)c1ccc(c(c1)C(=O)O)O)C(=O)O)O",422.345,2.446,169.43,193.783473673586,6,5,5,3,2,422.063782028
"CC(=O)SCC[N+](C)(C)C",162.278,0.9723,17.07,89.6628689991018,2,0,3,0,0,162.09471155209
"c1ccc2c(c1)c(CCN)c[nH]2",160.22,1.6691,41.81,88.4258188967811,1,2,2,2,2,160.100048384
"c1cc2c(ccc3c2c(c1)C(=O)NC3=O)N",212.208,1.3056,72.19,102.463851705262,3,2,0,3,2,212.058577496
"c1cc(ccc1c1cc(=O)c2c(cc(cc2o1)O)O)O",270.24,2.5768,90.9,126.828917813997,5,3,1,3,3,270.05282342
"c1cc(ccc1C(=N)N)N",135.17,0.55287,75.89,72.0964952898858,2,3,1,1,1,135.079647288
"c1cc2c(cc1F)cc(C(=O)O)[nH]2",179.15,2.0052,53.09,81.3830113331815,1,2,1,2,2,179.038256652
"CCCCCC=CCC=CCC=CCC=CCCCC(=O)NCC(=O)O",361.526,5.3329,66.4,207.630457833552,2,2,16,0,0,361.26169398
"C(CCCNS(=O)(=O)c1cccc2c1cccc2Cl)CCN",340.876,3.2906,72.19,165.935065737768,3,2,8,2,2,340.101226592
"CN1CCc2cccc3-c4c(ccc(c4O)O)CC1c23",267.328,2.8499,43.7,141.707685784188,3,2,0,4,2,267.125928784
"c1cc(ccc1C(CN)(CS(=O)(=O)O)O)Cl",265.718,0.3741,100.62,115.741355931563,4,3,4,1,1,265.017556544
"CN(C)c1nc(nc(n1)N(C)C)N(C)C",210.285,0.0696000000000001,48.39,115.848969762347,6,0,3,1,1,210.159294576
"C1C2C(C(C(n3cnc4c(N)ncnc34)O2)O)OP(=O)(O)O1",329.209,-0.8174,154.84,139.971896113751,10,3,1,4,2,329.052519734
"CC1CCN=C(N)S1",130.216,0.8265,38.38,67.7173298062797,3,1,0,1,0,130.05646932
"C=CCn1c(=O)c2c(nc(c3ccc(cc3)S(=O)(=O)O)n2C)n(C)c1=O",376.394,0.5334,116.19,170.321166691675,8,1,4,3,3,376.084140612
"CC(=O)c1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1",324.402,2.2098,92.34,158.109118723089,4,2,4,2,1,324.11437812
